t, E, sx, sy, vx, vy, ax, ay, ts
0.17000017, 1.8786312E8, 500.0, 677.7099, 0.0, -5472.604,0.0, -664284.3, 0.001
0.17100017, 1.84969856E8, 500.0, 671.9227, 0.0, -6096.936,0.0, -638539.7, 0.001
0.17200017, 1.81771952E8, 500.0, 665.5262, 0.0, -6690.7964,0.0, -609603.8, 0.001
0.17300017, 1.78285152E8, 500.0, 658.5523, 0.0, -7251.2163,0.0, -577621.1, 0.001
0.17400017, 1.74527136E8, 500.0, 651.0359, 0.0, -7775.395,0.0, -542751.75, 0.001
0.17500018, 1.70516608E8, 500.0, 643.0145, 0.0, -8260.713,0.0, -505169.62, 0.001
0.17600018, 1.6627352E8, 500.0, 634.5283, 0.0, -8704.745,0.0, -465062.8, 0.001
0.17700018, 1.618192E8, 500.0, 625.61957, 0.0, -9105.271,0.0, -422631.78, 0.001
0.17800018, 1.57175648E8, 500.0, 616.333, 0.0, -9460.291,0.0, -378088.03, 0.001
0.17900018, 1.5236648E8, 500.0, 606.71484, 0.0, -9768.028,0.0, -331655.22, 0.001
0.18000019, 1.47415488E8, 500.0, 596.81323, 0.0, -10026.947,0.0, -283564.4, 0.001
0.18100019, 1.4234736E8, 500.0, 586.6777, 0.0, -10235.752,0.0, -234056.36, 0.001
0.18200019, 1.37187648E8, 500.0, 576.35876, 0.0, -10393.4,0.0, -183378.56, 0.001
0.18300019, 1.3196192E8, 500.0, 565.90814, 0.0, -10499.102,0.0, -131784.03, 0.001
0.1840002, 1.26696384E8, 500.0, 555.378, 0.0, -10552.328,0.0, -79530.91, 0.001
0.1850002, 1.21417456E8, 500.0, 544.82104, 0.0, -10552.816,0.0, -26880.152, 0.001
0.1860002, 1.16151464E8, 500.0, 534.2899, 0.0, -10500.5625,0.0, 25904.576, 0.001
0.1870002, 1.10924704E8, 500.0, 523.8373, 0.0, -10395.827,0.0, 78560.22, 0.001
